Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000001242	26	34512776	34514320	1
ENSBTAG00000020233	26	34591142	34634138	-1
ENSBTAG00000006855	26	34653339	34692090	1
ENSBTAG00000006860	26	34706685	34753535	1
ENSBTAG00000004895	26	34756223	34799268	-1
ENSBTAG00000004899	26	34909133	35229900	-1
ENSBTAG00000053538	26	35142241	35143402	1
ENSBTAG00000003062	26	35277610	35312293	1
ENSBTAG00000012955	26	35387480	35418682	1
ENSBTAG00000017709	26	35537128	36348728	1
ENSBTAG00000019297	26	36464990	36696529	-1
ENSBTAG00000032299	26	36749674	36807371	1
ENSBTAG00000019690	26	36856470	36899597	1
ENSBTAG00000039671	26	36956649	36959030	1
ENSBTAG00000032237	26	36964317	36984418	1
ENSBTAG00000052800	26	36990938	37008905	1
ENSBTAG00000000765	26	37019951	37039831	1
ENSBTAG00000013763	26	37058422	37066152	-1
ENSBTAG00000013779	26	37069912	37241123	-1
ENSBTAG00000004330	26	37240310	37268612	1
ENSBTAG00000007578	26	37270901	37380827	-1
ENSBTAG00000013875	26	37467830	37472057	-1
ENSBTAG00000015062	26	37525546	37537981	1
ENSBTAG00000004739	26	37562768	37602774	1
ENSBTAG00000011401	26	37606719	37687376	-1
ENSBTAG00000003027	26	37830786	37837033	1
ENSBTAG00000007460	26	38279319	38320494	-1
ENSBTAG00000005057	26	38583166	38611943	-1
ENSBTAG00000047842	26	38878592	38880872	-1
ENSBTAG00000022808	26	38953563	39017643	-1
ENSBTAG00000052883	26	39238608	39239489	1
ENSBTAG00000002528	26	39243366	39274462	-1
ENSBTAG00000008729	26	39291968	39309566	1
ENSBTAG00000008730	26	39311749	39328281	-1
ENSBTAG00000008731	26	39330323	39339704	-1
ENSBTAG00000007981	26	39360203	39592150	1
ENSBTAG00000002647	26	39633276	39674155	-1
ENSBTAG00000004080	26	39698402	39718014	-1
ENSBTAG00000013641	26	39775458	39798891	1
ENSBTAG00000021801	26	39852025	39946261	1
ENSBTAG00000009877	26	39948291	39986119	-1
ENSBTAG00000048455	26	39956273	39957700	1
ENSBTAG00000007441	26	40001731	40039892	1
ENSBTAG00000032106	26	40509769	40657136	1
ENSBTAG00000049781	26	40601706	40605248	1
ENSBTAG00000021540	26	40839066	40898562	1
ENSBTAG00000014064	26	41450745	41558092	-1
ENSBTAG00000003178	26	41668494	41825813	-1
ENSBTAG00000019166	26	41841667	41855422	-1
ENSBTAG00000010786	26	41877231	42112620	1
ENSBTAG00000008819	26	42120732	42173400	1
ENSBTAG00000004636	26	42206907	42261348	1
ENSBTAG00000008389	26	42285479	42343309	1
ENSBTAG00000050618	26	42405805	42438497	1
ENSBTAG00000052092	26	42407980	42423035	1
ENSBTAG00000053545	26	42420916	42432455	1
ENSBTAG00000038684	26	42503337	42509997	1
ENSBTAG00000008029	26	42517620	42524490	1
ENSBTAG00000010796	26	42549883	42558677	1
ENSBTAG00000010797	26	42561495	42564493	-1
ENSBTAG00000039755	26	42604912	42645658	1
ENSBTAG00000055162	26	42652915	42661158	1
ENSBTAG00000051599	26	42678278	42684396	1
ENSBTAG00000023846	26	42705547	42724823	1
ENSBTAG00000023845	26	42740067	42758179	-1
ENSBTAG00000014028	26	42767646	42780839	1
ENSBTAG00000023847	26	42787849	42805854	-1
ENSBTAG00000018041	26	42805983	42855916	1
ENSBTAG00000048256	26	42826574	42827179	-1
ENSBTAG00000001006	26	42929603	42931348	1
ENSBTAG00000017911	26	42935679	42944120	1
ENSBTAG00000017913	26	42947094	42959878	1
ENSBTAG00000051105	26	43419215	43448295	1
ENSBTAG00000018941	26	43495815	43632754	-1
ENSBTAG00000003312	26	43714870	43792587	-1
ENSBTAG00000006928	26	44044921	44064391	-1
ENSBTAG00000020918	26	44083638	44086477	-1
ENSBTAG00000010957	26	44097496	44224863	1
ENSBTAG00000012970	26	44230932	44360485	-1
ENSBTAG00000050151	26	44356422	44378804	-1
ENSBTAG00000023840	26	44381768	44410582	1
ENSBTAG00000003395	26	44470645	44543034	1
ENSBTAG00000003397	26	44545730	44713829	-1
ENSBTAG00000007011	26	45208051	45215977	-1
ENSBTAG00000009439	26	45252613	45286513	1
ENSBTAG00000005791	26	45300494	45324610	-1
ENSBTAG00000005792	26	45324631	45341336	1
ENSBTAG00000005795	26	45341113	45394948	-1
ENSBTAG00000052263	27	103529	104847	1
ENSBTAG00000017096	27	498301	531821	-1
ENSBTAG00000051728	27	1127690	1182591	1
ENSBTAG00000008584	27	1195589	1252035	1
ENSBTAG00000008585	27	1347269	1407799	1
ENSBTAG00000018284	27	1429185	1431110	1
ENSBTAG00000009387	27	1452466	1516585	1
ENSBTAG00000009739	27	2152161	2922753	-1
ENSBTAG00000048648	27	4284458	4287678	1
ENSBTAG00000035021	27	4656107	4656388	1
ENSBTAG00000011032	27	5446148	5686242	1
ENSBTAG00000011034	27	5552298	5612326	-1
ENSBTAG00000004922	27	5810038	5856711	1
ENSBTAG00000007473	27	5896149	5913660	-1
ENSBTAG00000050611	27	5960716	5968525	-1
ENSBTAG00000048171	27	6013825	6015791	-1
ENSBTAG00000052579	27	6023984	6025923	-1
ENSBTAG00000049568	27	6045536	6050924	-1
ENSBTAG00000034952	27	6063471	6068440	-1
ENSBTAG00000048847	27	6069928	6074858	-1
ENSBTAG00000049070	27	6076779	6079838	-1
ENSBTAG00000052911	27	6081510	6084079	1
ENSBTAG00000054607	27	6091050	6094942	1
ENSBTAG00000046204	27	6119983	6125684	1
ENSBTAG00000053110	27	6183690	6188322	1
ENSBTAG00000051223	27	6192951	6196588	1
ENSBTAG00000053889	27	6233756	6235885	1
ENSBTAG00000046937	27	6238997	6242940	1
ENSBTAG00000052826	27	6270076	6272159	1
ENSBTAG00000048937	27	6298490	6299732	1
ENSBTAG00000050630	27	6326521	6328629	1
ENSBTAG00000054561	27	6369593	6378474	1
ENSBTAG00000051796	27	6402839	6407152	-1
ENSBTAG00000052422	27	6432007	6503305	1
ENSBTAG00000050419	27	6432444	6433381	1
ENSBTAG00000023157	27	6475376	6477354	1
ENSBTAG00000049025	27	6511471	6511939	1
ENSBTAG00000053555	27	6568466	6568934	1
ENSBTAG00000053327	27	6576606	6577718	-1
ENSBTAG00000048737	27	6596422	6598413	1
ENSBTAG00000053326	27	6610757	6610927	1
ENSBTAG00000050575	27	6640557	6642230	1
ENSBTAG00000051383	27	6676076	6678281	1
ENSBTAG00000052312	27	6721625	6723684	1
ENSBTAG00000050693	27	6733857	6734326	1
ENSBTAG00000052384	27	6764467	6773396	1
ENSBTAG00000050605	27	6840547	6841492	1
ENSBTAG00000053456	27	6855327	6856946	1
ENSBTAG00000053405	27	6895181	6897002	1
ENSBTAG00000049891	27	6933034	6937656	-1
ENSBTAG00000045649	27	6956381	6964235	1
ENSBTAG00000051241	27	6962171	6964146	1
ENSBTAG00000049265	27	7049840	7051263	1
ENSBTAG00000051016	27	7110505	7110973	1
ENSBTAG00000053557	27	7138873	7140876	1
ENSBTAG00000033545	27	7165176	7180420	1
ENSBTAG00000053057	27	7220613	7228081	1
ENSBTAG00000054169	27	7272744	7275810	1
ENSBTAG00000055303	27	7284085	7289116	1
ENSBTAG00000004231	27	7349169	7491747	-1
ENSBTAG00000014135	27	7631348	7701071	1
ENSBTAG00000014141	27	7702924	7711887	-1
ENSBTAG00000014143	27	7720264	7761066	-1
ENSBTAG00000014146	27	7777104	7782843	1
ENSBTAG00000014737	27	8017950	8103703	-1
ENSBTAG00000054577	27	8352605	8356853	-1
ENSBTAG00000005825	27	8413462	8621182	1
ENSBTAG00000017085	27	8686865	8698220	-1
ENSBTAG00000047749	27	13319532	13427878	1
ENSBTAG00000021133	27	13483623	13772466	1
ENSBTAG00000020282	27	13880033	13916711	-1
ENSBTAG00000012191	27	14019529	14170149	1
ENSBTAG00000052405	27	14173337	14173999	-1
ENSBTAG00000051927	27	14175543	14176205	-1
ENSBTAG00000000957	27	14260409	14263949	1
ENSBTAG00000047706	27	14301797	14308918	1
ENSBTAG00000003081	27	14366891	14375065	-1
ENSBTAG00000007422	27	14375306	14414602	1
ENSBTAG00000008886	27	14458809	14650043	1
ENSBTAG00000011573	27	14707896	14785230	-1
ENSBTAG00000010002	27	14872061	14955802	-1
ENSBTAG00000015874	27	15047754	15072825	-1
ENSBTAG00000018863	27	15073007	15119509	1
ENSBTAG00000004344	27	15078089	15243974	-1
ENSBTAG00000018864	27	15119556	15165355	-1
ENSBTAG00000014704	27	15389178	15390968	1
ENSBTAG00000013208	27	15489470	15493487	1
ENSBTAG00000013211	27	15497436	15516152	-1
ENSBTAG00000010351	27	15530048	15621603	1
ENSBTAG00000005094	27	15622186	15644508	-1
ENSBTAG00000018453	27	15651437	15654048	1
ENSBTAG00000018454	27	15654102	15674141	-1
ENSBTAG00000034430	27	15675423	15688748	1
ENSBTAG00000017157	27	15691913	15705241	-1
ENSBTAG00000017183	27	15712971	15743960	-1
ENSBTAG00000016486	27	15790398	16001017	-1
ENSBTAG00000008682	27	16085880	16187248	1
ENSBTAG00000034393	27	16203240	16244220	1
ENSBTAG00000021263	27	16249747	16266690	1
ENSBTAG00000009501	27	16269302	16290089	1
ENSBTAG00000003572	27	16293899	16313546	1
ENSBTAG00000046938	27	16383422	16406473	-1
ENSBTAG00000020657	27	16420193	16546078	-1
ENSBTAG00000050498	27	16673409	16675767	-1
ENSBTAG00000050692	27	16780169	16782276	-1
ENSBTAG00000050561	27	16782432	16783431	1
ENSBTAG00000044139	27	17563460	17565461	1
ENSBTAG00000008637	27	17635249	17645468	-1
ENSBTAG00000008639	27	17666005	17672948	1
ENSBTAG00000045531	27	17780640	17783057	-1
ENSBTAG00000047159	27	18432029	18432976	1
ENSBTAG00000005559	27	19002363	19004406	1
ENSBTAG00000007089	27	19178239	19192324	1
ENSBTAG00000011257	27	19211654	19243281	1
ENSBTAG00000007236	27	19263170	19339603	-1
ENSBTAG00000016177	27	19387846	19406133	1
ENSBTAG00000055214	27	19543148	19543877	1
ENSBTAG00000039682	27	19567096	19632311	1
ENSBTAG00000001966	27	19636210	19709829	-1
ENSBTAG00000010085	27	19719908	19745898	-1
ENSBTAG00000010372	27	19848025	19948594	1
ENSBTAG00000010355	27	19952764	19986425	-1
ENSBTAG00000018036	27	19986516	20001556	1
ENSBTAG00000044194	27	20011366	20073509	-1
ENSBTAG00000020468	27	20100980	20175208	-1
ENSBTAG00000044043	27	20208184	20218557	1
ENSBTAG00000002885	27	20909874	20990586	1
ENSBTAG00000022767	27	21166784	21167359	-1
ENSBTAG00000009191	27	21352772	21570464	-1
ENSBTAG00000054515	27	21787064	21787654	1
ENSBTAG00000015541	27	23395827	23916949	1
ENSBTAG00000047643	27	23421160	23422636	-1
ENSBTAG00000008950	27	23989210	24058110	-1
ENSBTAG00000020084	27	24261580	24281834	1
ENSBTAG00000000357	27	24422980	24471208	-1
ENSBTAG00000007051	27	24740438	24741319	1
ENSBTAG00000053191	27	24750601	24785234	-1
ENSBTAG00000015913	27	24865164	24975150	-1
ENSBTAG00000009685	27	25061504	25078428	1
ENSBTAG00000010606	27	25180847	25190311	-1
ENSBTAG00000001463	27	25497637	25654276	1
ENSBTAG00000006562	27	25662613	25669028	1
ENSBTAG00000044208	27	25679478	25693390	-1
ENSBTAG00000013579	27	26248680	26273822	-1
ENSBTAG00000053762	27	26253238	26254695	1
ENSBTAG00000013581	27	26280336	26290168	1
ENSBTAG00000000743	27	26306486	26315497	-1
ENSBTAG00000000744	27	26320484	26342212	1
ENSBTAG00000033727	27	26494996	26690539	1
ENSBTAG00000012691	27	26703213	26783526	-1
ENSBTAG00000051612	27	26769072	26769368	1
ENSBTAG00000007115	27	26801919	26846927	-1
ENSBTAG00000004173	27	26866819	26885748	1
ENSBTAG00000009245	27	26900099	26924571	-1
ENSBTAG00000017083	27	26937647	27003539	-1
ENSBTAG00000039328	27	27080811	27120761	-1
ENSBTAG00000021592	27	27121355	27246171	1
ENSBTAG00000054057	27	28421076	28501099	1
ENSBTAG00000004150	27	28529266	28651519	1
ENSBTAG00000008325	27	28986648	28986965	-1
ENSBTAG00000005454	27	29120091	29188786	-1
ENSBTAG00000033504	27	29204700	29214791	1
ENSBTAG00000015463	27	29212081	29225350	-1
ENSBTAG00000016411	27	29247829	29266018	-1
ENSBTAG00000016413	27	29281841	29288445	-1
ENSBTAG00000010241	27	30732560	31370431	1
ENSBTAG00000005639	27	30820059	30820820	-1
ENSBTAG00000027118	27	32136982	32281530	1
ENSBTAG00000033381	27	32705152	32707515	1
ENSBTAG00000013943	27	32978496	32981525	1
ENSBTAG00000053673	27	33006179	33006490	-1
ENSBTAG00000017831	27	33016693	33033829	1
ENSBTAG00000011075	27	33042477	33052036	1
ENSBTAG00000008814	27	33069925	33105995	1
ENSBTAG00000027665	27	33106589	33111356	-1
ENSBTAG00000011684	27	33119234	33151979	-1
ENSBTAG00000016446	27	33181305	33186909	-1
ENSBTAG00000017981	27	33208456	33211176	-1
ENSBTAG00000027654	27	33247066	33269501	1
ENSBTAG00000000978	27	33285825	33311648	1
ENSBTAG00000033345	27	33312972	33320397	-1
ENSBTAG00000001612	27	33338482	33348971	-1
ENSBTAG00000013143	27	33349063	33374595	1
ENSBTAG00000013145	27	33387283	33416172	1
ENSBTAG00000027635	27	33416459	33421456	-1
ENSBTAG00000001529	27	33427742	33524431	-1
ENSBTAG00000015444	27	33528788	33544151	1
ENSBTAG00000015457	27	33549267	33599083	-1
ENSBTAG00000004238	27	33879871	34006043	1
ENSBTAG00000050567	27	33990974	33992512	-1
ENSBTAG00000003509	27	34063676	34126284	1
ENSBTAG00000019532	27	34128053	34143818	1
ENSBTAG00000003516	27	34145693	34152126	-1
ENSBTAG00000017455	27	34152270	34242502	1
ENSBTAG00000048547	27	34201965	34203539	-1
ENSBTAG00000023146	27	34246204	34420189	1
ENSBTAG00000040445	27	34425976	34551743	1
ENSBTAG00000009408	27	34593321	34693833	-1
ENSBTAG00000033312	27	34708242	34822419	-1
ENSBTAG00000004830	27	34864655	34968196	1
ENSBTAG00000020602	27	35026772	35040351	1
ENSBTAG00000005725	27	35048477	35114325	1
ENSBTAG00000033304	27	35232605	35233905	1
ENSBTAG00000017420	27	35579543	35955896	-1
ENSBTAG00000051188	27	36138854	36142556	1
ENSBTAG00000027625	27	36211720	36255293	-1
ENSBTAG00000027626	27	36419319	36436491	1
ENSBTAG00000017133	27	36454819	36470324	1
ENSBTAG00000005730	27	36522605	36539773	1
ENSBTAG00000018495	27	36556634	36561575	-1
ENSBTAG00000027629	27	36565855	36576598	-1
ENSBTAG00000054394	27	36583409	36610753	-1
ENSBTAG00000003275	27	36635300	36661081	-1
ENSBTAG00000052888	27	36772513	36773584	1
ENSBTAG00000004015	27	36846611	36952779	-1
ENSBTAG00000001243	27	37031655	37049363	1
ENSBTAG00000001244	27	37053715	37077724	-1
ENSBTAG00000007599	27	37127811	37180362	1
ENSBTAG00000000225	27	37192520	37217387	1
ENSBTAG00000000226	27	37218555	37221940	-1
ENSBTAG00000014068	27	37235271	37246636	1
ENSBTAG00000014861	27	37252190	37363184	-1
ENSBTAG00000000979	27	37368840	37383626	1
ENSBTAG00000014050	27	37469274	37496681	1
ENSBTAG00000014056	27	37508456	37521577	-1
ENSBTAG00000007629	27	37547355	37553519	-1
ENSBTAG00000007630	27	37559802	37590963	-1
ENSBTAG00000007634	27	37591154	37670670	1
ENSBTAG00000003201	27	37703749	37727639	1
ENSBTAG00000003649	27	37734906	37749415	1
ENSBTAG00000033182	27	37757054	37790179	1
ENSBTAG00000025003	27	37798728	37832194	-1
ENSBTAG00000004613	27	37958250	38233860	1
ENSBTAG00000001186	27	38246299	38307830	-1
ENSBTAG00000051902	27	38463380	38464981	1
ENSBTAG00000033137	27	38533613	38950549	1
ENSBTAG00000016473	27	39013913	39020598	-1
ENSBTAG00000033140	27	39292884	39388231	-1
ENSBTAG00000007031	27	40005539	40010324	-1
ENSBTAG00000003793	27	40020331	40078439	1
ENSBTAG00000004593	27	40151096	40196738	1
ENSBTAG00000011518	27	40197883	40381619	-1
ENSBTAG00000017802	27	41461703	41896044	1
ENSBTAG00000050025	27	41752226	41755859	1
ENSBTAG00000018024	27	41987493	42013751	-1
ENSBTAG00000033080	27	42051425	42055369	-1
ENSBTAG00000006680	27	42055492	42075340	1
ENSBTAG00000055252	27	42078805	42139598	-1
ENSBTAG00000047930	27	42324254	42691907	-1
ENSBTAG00000050535	27	44086950	44434779	1
ENSBTAG00000050677	28	10828261	10829262	-1
ENSBTAG00000008059	28	12684411	12718907	1
ENSBTAG00000054635	28	12807388	12830357	1
ENSBTAG00000051862	28	12849120	12883068	1
ENSBTAG00000038178	28	13043867	13049402	1
ENSBTAG00000050818	28	13102176	13103420	-1
ENSBTAG00000052174	28	13103612	13105252	-1
ENSBTAG00000013592	28	13128462	13151181	1
ENSBTAG00000051876	28	13180211	13181848	1
ENSBTAG00000012878	28	13197801	13229985	1
ENSBTAG00000000570	28	13467070	13522040	1
ENSBTAG00000005165	28	13532555	13584917	1
ENSBTAG00000006870	28	13593571	13683222	-1
ENSBTAG00000051295	28	13792840	13795964	1
ENSBTAG00000008853	28	13803801	13822395	-1
ENSBTAG00000010694	28	13971512	14316512	1
ENSBTAG00000010947	28	14786778	14882678	1
ENSBTAG00000017540	28	14884139	15019591	-1
ENSBTAG00000051182	28	15021283	15022989	1
ENSBTAG00000019792	28	15308624	15393525	-1
ENSBTAG00000054999	28	15386724	15387932	1
ENSBTAG00000050076	28	15415504	15432426	-1
ENSBTAG00000003189	28	15463074	15571693	-1
ENSBTAG00000019052	28	15696546	15814967	-1
ENSBTAG00000050189	28	15866749	15951588	-1
ENSBTAG00000010109	28	16488142	16582565	1
ENSBTAG00000035206	28	16523910	16527654	-1
ENSBTAG00000019164	28	16637438	16777483	-1
ENSBTAG00000014484	28	17262964	17324416	-1
ENSBTAG00000010967	28	17588160	17758677	1
ENSBTAG00000050717	28	17754428	17757558	1
ENSBTAG00000051333	28	17916578	18109450	1
ENSBTAG00000040018	28	18271209	18271565	-1
ENSBTAG00000014020	28	18283704	18400082	-1
ENSBTAG00000010591	28	18471094	18495472	1
ENSBTAG00000045717	28	18928900	18929826	1
ENSBTAG00000046409	28	18936997	18942296	-1
ENSBTAG00000055021	28	19152026	19153051	-1
ENSBTAG00000012476	28	19273626	19302758	1
ENSBTAG00000001573	28	19314567	19583951	-1
ENSBTAG00000019755	28	19629639	19725949	1
ENSBTAG00000036111	28	21753098	21755283	-1
ENSBTAG00000045699	28	22282909	24121400	-1
ENSBTAG00000016885	28	23365381	23574789	1
ENSBTAG00000045493	28	23588334	23589608	-1
ENSBTAG00000010932	28	24248418	24296594	-1
ENSBTAG00000051268	28	24329477	24332103	1
ENSBTAG00000014023	28	24405508	24432036	1
ENSBTAG00000014029	28	24437054	24564497	-1
ENSBTAG00000017509	28	24593260	24679611	1
ENSBTAG00000017521	28	24692164	24692622	-1
ENSBTAG00000014315	28	24716180	24739190	-1
ENSBTAG00000014316	28	24751331	24762283	1
ENSBTAG00000002614	28	24764873	24807564	-1
ENSBTAG00000002620	28	24811860	24849160	-1
ENSBTAG00000023054	28	24858160	24885916	-1
ENSBTAG00000037756	28	24918286	25035716	1
ENSBTAG00000033457	28	25046261	25093181	1
ENSBTAG00000019028	28	25111847	25171619	1
ENSBTAG00000033413	28	25177661	25211518	1
ENSBTAG00000014558	28	25219711	25243112	1
ENSBTAG00000014561	28	25247950	25302700	1
ENSBTAG00000017863	28	25474775	25490574	1
ENSBTAG00000016882	28	25526476	25551758	1
ENSBTAG00000001044	28	25555682	25580735	1
ENSBTAG00000033398	28	25595174	25634958	1
ENSBTAG00000012380	28	25694146	25769790	1
ENSBTAG00000021664	28	25768939	25781767	-1
ENSBTAG00000000224	28	25803071	25855714	1
ENSBTAG00000006431	28	25906029	25906824	-1
ENSBTAG00000016527	28	25944288	25947538	1
ENSBTAG00000011741	28	26096194	26246128	1
ENSBTAG00000001163	28	26293095	26345874	1
ENSBTAG00000001165	28	26345865	26363247	-1
ENSBTAG00000038845	28	26372856	26379917	-1
ENSBTAG00000016858	28	26384597	26396614	-1
ENSBTAG00000007836	28	26418194	26456501	-1
ENSBTAG00000010930	28	26468932	26476794	-1
ENSBTAG00000005666	28	26507231	26577692	-1
ENSBTAG00000053726	28	26606343	26631731	1
ENSBTAG00000013090	28	26636791	26643883	-1
ENSBTAG00000008583	28	26677156	26762598	1
ENSBTAG00000001008	28	26783286	26788539	-1
ENSBTAG00000021177	28	26827396	26922026	1
ENSBTAG00000021180	28	26937388	26951865	-1
ENSBTAG00000009984	28	26964983	27026784	1
ENSBTAG00000054819	28	27038998	27040341	1
ENSBTAG00000011866	28	27067751	27072908	-1
ENSBTAG00000014270	28	27352171	27443527	1
ENSBTAG00000046357	28	27453539	27499274	1
ENSBTAG00000021497	28	27570723	27963222	1
ENSBTAG00000045826	28	27863228	27863599	-1
ENSBTAG00000010888	28	27894350	27920827	-1
ENSBTAG00000021499	28	27964205	27997628	-1
ENSBTAG00000011014	28	28073465	28097452	1
ENSBTAG00000008827	28	28145189	28170447	-1
ENSBTAG00000000392	28	28177853	28287517	-1
ENSBTAG00000052269	28	28273028	28275146	1
ENSBTAG00000000162	28	28287394	28297656	1
ENSBTAG00000000163	28	28323892	28325899	1
ENSBTAG00000013651	28	28368606	28385093	-1
ENSBTAG00000005807	28	28402858	28619073	-1
ENSBTAG00000003876	28	28709027	28902834	1
ENSBTAG00000054039	28	28879757	28880758	-1
ENSBTAG00000009348	28	28915123	28942806	1
ENSBTAG00000009350	28	28944315	28963077	-1
ENSBTAG00000055209	28	29066317	29070708	1
ENSBTAG00000032996	28	29067217	29167290	-1
ENSBTAG00000000313	28	29189826	29206547	1
ENSBTAG00000000315	28	29208194	29236888	-1
ENSBTAG00000019130	28	29237038	29287046	1
ENSBTAG00000000949	28	29287220	29293350	-1
ENSBTAG00000000950	28	29296801	29298632	-1
ENSBTAG00000050814	28	29299964	29381034	-1
ENSBTAG00000020218	28	29386959	29409020	-1
ENSBTAG00000020219	28	29413416	29417580	-1
ENSBTAG00000019525	28	29426059	29473891	-1
ENSBTAG00000011108	28	29476577	29538572	-1
ENSBTAG00000033008	28	29615073	29627462	-1
ENSBTAG00000021132	28	29626166	29634566	-1
ENSBTAG00000002791	28	29639357	29662099	1
ENSBTAG00000002792	28	29662120	29665188	1
ENSBTAG00000012654	28	29679227	29680517	1
ENSBTAG00000012657	28	29682252	29697213	1
ENSBTAG00000012664	28	29696608	29705236	-1
ENSBTAG00000012667	28	29705563	29761013	-1
ENSBTAG00000005947	28	29791112	29799836	1
ENSBTAG00000021879	28	29876700	29989469	1
ENSBTAG00000021883	28	29991385	30012205	-1
ENSBTAG00000011072	28	30012693	30556374	1
ENSBTAG00000051166	28	30234154	30237338	-1
ENSBTAG00000002920	28	30630524	30812165	1
ENSBTAG00000002924	28	30816846	30848848	-1
ENSBTAG00000023039	28	30868155	30881816	-1
ENSBTAG00000008619	28	30882776	30936255	1
ENSBTAG00000012975	28	30970120	30984667	1
ENSBTAG00000012977	28	30986811	30988887	-1
ENSBTAG00000013585	28	31060271	31061655	-1
ENSBTAG00000014506	28	31133122	31135786	-1
ENSBTAG00000052007	28	31808266	31834304	1
ENSBTAG00000013300	28	32616314	33387186	-1
ENSBTAG00000013187	28	33518711	33642717	-1
ENSBTAG00000013259	28	33674813	33723963	-1
ENSBTAG00000013264	28	33725340	33742925	1
ENSBTAG00000019313	28	34753087	34944991	1
ENSBTAG00000016711	28	34966650	34973573	1
ENSBTAG00000003877	28	34988423	35050547	-1
ENSBTAG00000020940	28	35119177	35161497	1
ENSBTAG00000020939	28	35166730	35178797	-1
ENSBTAG00000001656	28	35225744	35234488	-1
ENSBTAG00000047317	28	35390874	35401997	1
ENSBTAG00000006536	28	35466971	35476802	1
ENSBTAG00000052810	28	35488334	35497549	1
ENSBTAG00000054756	28	35510538	35517812	1
ENSBTAG00000048082	28	35535068	35544437	1
ENSBTAG00000046421	28	35609626	35620494	1
ENSBTAG00000054761	28	35636035	35641256	-1
ENSBTAG00000023032	28	35645847	35650079	-1
ENSBTAG00000005963	28	35665736	35682716	-1
ENSBTAG00000032858	28	35718475	35745321	-1
